point_id	dataset	recall_tag	method	plot_recall_raw	plot_recall_2dp	plot_qps	plot_cycle	ef	lbq	source_queue	config_status	portable_config_ref	portable_config_sha256	source_yaml_ref	source_yaml_sha256	source_stats_ref	source_stats_sha256	source_recall	source_cycle	source_qps_2p4ghz	recall_delta_plot_minus_source	cycle_delta_plot_minus_source	note
t2i1b.r100.mfnns.ef0300.lbq2000	t2i1b	r100	mfnns	0.912000	0.91	15560.950883	15423222	300	2000	2000	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0300_lbq2000.yaml	6c0ce3ee194fe96432600a6ef2707a8142f0c8ce56b954d447ba1ab3f09d26c0	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/yamls/t2i1b_r100_mfnns_aligned_ef0300_q2000.yaml	83a613f5c9fcd3b1221ba03fa658de0f61061ec2fde271edcfd7ca8e386d2250	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/logs/t2i1b_r100_mfnns_aligned_ef0300_q2000_stats.yml	d40d41918a4c3dd24d9995e55c0ecd683426605a3426b34727ad81b47d3d5695	0.9119	15423222	15560.950883	0.0001	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0500.lbq2500	t2i1b	r100	mfnns	0.943000	0.94	9201.670011	26082222	500	2500	2500	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0500_lbq2500.yaml	0dc84ad7dd5bbff87c34be6a63ab7e058bb62ffe38f1d84580625e219952bc2f	MFANNS/simulator/memory/20260613/002_t2i1b_r100_requested_mfnns_ef500_700/yamls/t2i1b_r100_mfnns_requested_ef0500_q2500.yaml	33138b3f78c4931fb04d4b00903ebd3a076916c1af32b88116d6714f31d0d9f1	MFANNS/simulator/memory/20260613/002_t2i1b_r100_requested_mfnns_ef500_700/logs/t2i1b_r100_mfnns_requested_ef0500_q2500_stats.yml	0654f999245746509877011d158e3140da3c842c2a240240b2d5267a94a15358	0.943	26082222	9201.670011	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0600.lbq3500	t2i1b	r100	mfnns	0.950000	0.95	7238.706013	33155097	600	3500	3500	reconstructed_from_same_panel_template	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0600_lbq3500.yaml	02489db932108f61f1442f4370776082623830f1e5747cf3c77bad24462ebbf3	MFANNS/simulator/memory/20260613/002_t2i1b_r100_requested_mfnns_ef500_700/yamls/t2i1b_r100_mfnns_requested_ef0700_q3500.yaml	8d83280129b5ef416c9440674e2cd4064b1b49d58db620cd5b84aca11e0e4087	MFANNS/simulator/memory/20260613/002_t2i1b_r100_requested_mfnns_ef500_700/logs/t2i1b_r100_mfnns_requested_ef0700_q3500_stats.yml	326005b4b0a30598ba27fe3156a807255b3402af791e34f901120eb5a9b41d85	0.9524	38050047	6307.482353	-0.0024	-4894950	No original same-parameter YAML was found; ef/LBQueue are reconstructed from the nearest same-panel template.
t2i1b.r100.mfnns.ef0800.lbq4300	t2i1b	r100	mfnns	0.960000	0.96	5341.220892	44933547	800	4300	3500	reconstructed_from_same_panel_template	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0800_lbq4300.yaml	1e98e9bf33404aba69883791661b51c58b42f060651ca16ce7b75f508c1a50d2	MFANNS/simulator/memory/20260613/002_t2i1b_r100_requested_mfnns_ef500_700/yamls/t2i1b_r100_mfnns_requested_ef0700_q3500.yaml	8d83280129b5ef416c9440674e2cd4064b1b49d58db620cd5b84aca11e0e4087	MFANNS/simulator/memory/20260613/002_t2i1b_r100_requested_mfnns_ef500_700/logs/t2i1b_r100_mfnns_requested_ef0700_q3500_stats.yml	326005b4b0a30598ba27fe3156a807255b3402af791e34f901120eb5a9b41d85	0.9524	38050047	6307.482353	0.0076	6883500	No original same-parameter YAML was found; ef/LBQueue are reconstructed from the nearest same-panel template.
t2i1b.r100.mfnns.ef1000.lbq6000	t2i1b	r100	mfnns	0.964000	0.96	4063.213650	59066547	1000	6000	2000	reconstructed_from_same_panel_template	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef1000_lbq6000.yaml	ed4ff1dcb9dcbac8fba14eb2b983fb3907fa570802a56279d415d087eb72ef14	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_mfnns_ef1000_q2000.yaml	7411264193a8dc3587bcd113d1a6329ab697c775231e177f4d8d91c2af16943f	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_mfnns_ef1000_q2000_stats.yml	92fecc783cdd39a974ea08ecf4251023747196e7b7a605c37334b3f1eaa93ecc	0.9311	41917872	5725.481484	0.0329	17148675	No original same-parameter YAML was found; ef/LBQueue are reconstructed from the nearest same-panel template.
deep1b.r100.ansmet.ef0020.queue0100	deep1b	r100	ansmet	0.640000	0.64	622694.085963	385422	20		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0020_queue0100.yaml	7e24bbf81c3273e7021077fd22c75e1efbbde818bed9dda119b9442c4efbad72	MFANNS/simulator/memory/20260614/012_deep1b_r100_requested_ansmet20_30_250_300/yamls/deep1b_r100_ansmet_requested_ef0020_q0100.yaml	4c15ca3a9f1461cb8cfbacc74b9fc334ffb6c9735b4ac41de338205925c5d2d9	MFANNS/simulator/memory/20260614/012_deep1b_r100_requested_ansmet20_30_250_300/logs/deep1b_r100_ansmet_requested_ef0020_q0100_stats.yml	de8e4b406e62be3beb6a6298058cb174f4ce0d8491a0ee14bcd77725bc4f97f7	0.6431	385422	622694.085963	-0.0031	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0030.queue0100	deep1b	r100	ansmet	0.728000	0.73	451597.242999	531447	30		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0030_queue0100.yaml	a4f589b4465b3094581229ce857a47afb85aacee88721158b304bf54f03dbd78	MFANNS/simulator/memory/20260614/012_deep1b_r100_requested_ansmet20_30_250_300/yamls/deep1b_r100_ansmet_requested_ef0030_q0100.yaml	8b62124e48c5071fc99c3fb47512305a571f951c6d3fd6b301e2b11a99499497	MFANNS/simulator/memory/20260614/012_deep1b_r100_requested_ansmet20_30_250_300/logs/deep1b_r100_ansmet_requested_ef0030_q0100_stats.yml	61d339d3d1d65999e04b163e0979bcc69a7196b1069a942f4880dfee7e0841ec	0.7282	531447	451597.242999	-0.0002	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0040.queue0100	deep1b	r100	ansmet	0.780000	0.78	340318.367833	705222	40		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0040_queue0100.yaml	af2da8171252b47480f0e99d813ae30d7cbe88f8ccfa50978015a8cfac700d5a	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_ansmet_ef0040_q0100.yaml	4b4981f08431bf2ebe20deb93174e4ec39f7b8306c5bad099611ec3b0ce62d82	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_ansmet_ef0040_q0100_stats.yml	51a1af499fd8f6d5e83cb329591baac79136918fd403820cc494f98ae803b138	0.78	705222	340318.367833	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0050.queue0100	deep1b	r100	ansmet	0.810000	0.81	269202.554732	891522	50		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0050_queue0100.yaml	4d6a004dcbf46751b8fff92355f38069f6419a5b2fd0ce81f13a955829743c11	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_ansmet_ef0050_q0100.yaml	1e8a0321b99fc51d1d0571eb174b57851f62c4f550299aa57afb8bc6c599e31d	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_ansmet_ef0050_q0100_stats.yml	5da152636c8822f4b3b0809ca2f3a6ae1ca5e6c8fb11577840ba513e13f6daa8	0.8147	891522	269202.554732	-0.0047	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0070.queue0100	deep1b	r100	ansmet	0.850000	0.85	182838.475919	1312634	70		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0070_queue0100.yaml	298e53161906387379508fdaa51bdbb91103d0edcbe20f489573165c8ebdb25a	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_ansmet_ef0070_q0100.yaml	7dedc22cb88a475b01cf9d0268b303ea43cec1ea65b08268055bd8acf2d085aa	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_ansmet_ef0070_q0100_stats.yml	a38513827c01905c3bf311448ab27a2c000e79dd46e7a17d3823524271767403	0.8543	1312634	182838.475919	-0.0043	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0095.queue0100	deep1b	r100	ansmet	0.890000	0.89	122479.661997	1959509	95		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0095_queue0100.yaml	16681e2ca2969293de89ff41f3c81727e14bae2308234e74a0448fdb49e89507	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_ansmet_ef0095_q0100.yaml	71d786e5237652bc53adebc735f455b7c7d728a23ce76d036dea73b77f7d5619	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_ansmet_ef0095_q0100_stats.yml	372fca72d4fa00ec3ec6c000bd6f0f3f2717a3541a71d9b4d6b8e4d43375733a	0.8946	1959509	122479.661997	-0.0046	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0130.queue0100	deep1b	r100	ansmet	0.920000	0.92	77101.398619	3112784	130		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0130_queue0100.yaml	ceeb9c695f9b21114f17b022a7ae0e5906cf2416ac1344ee791f83f3b012e16f	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_ansmet_ef0130_q0100.yaml	05c593286d6184933c107c4ec05f38dbda391ca70c41b92aba9e48585e11874b	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_ansmet_ef0130_q0100_stats.yml	ef49a8b1d2ffd73ac38f4f8a9bbcdd5559986c6d345a3849976fb8f5879db544	0.922	3112784	77101.398619	-0.002	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0180.queue0100	deep1b	r100	ansmet	0.940000	0.94	46751.528483	5133522	180		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0180_queue0100.yaml	b6a144aa74700678881882ef729a21c9caf75f13456f8691f879dbe2043d44c4	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_ansmet_ef0180_q0100.yaml	0866baba29cca310b2a2dcf48ef145e461da3e69cb3524956f9f7a55d3a40249	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_ansmet_ef0180_q0100_stats.yml	c36ff6a4b89c2412089e800e73154a3661dcd0bea78cb07b9223e1787a704431	0.9437	5133522	46751.528483	-0.0037	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0220.queue0100	deep1b	r100	ansmet	0.950000	0.95	35110.448694	6835572	220		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0220_queue0100.yaml	8dad7d157136d97c16d11a682d5f8109d66f42449310bc8d8a750a23fee2c136	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_ansmet_ef0220_q0100.yaml	614e55afeb2cb2073631a75f40d7d7bc0dac657eb1597873667a291470f41841	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_ansmet_ef0220_q0100_stats.yml	2c8ebf0d7fceb582cf40973a98f513376560aa714c86a15fb96d423aa5033372	0.9542	6835572	35110.448694	-0.0042	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0250.queue0100	deep1b	r100	ansmet	0.960000	0.96	29333.050758	8181897	250		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0250_queue0100.yaml	111f650bc3612ee83cef88dae5b7a5b31e59cf5253f53e9a7b09e481942868ee	MFANNS/simulator/memory/20260614/012_deep1b_r100_requested_ansmet20_30_250_300/yamls/deep1b_r100_ansmet_requested_ef0250_q0100.yaml	5451d03659d0b01ff2486c1013535cd9b99619969de8c6e24c87a82de9c94921	MFANNS/simulator/memory/20260614/012_deep1b_r100_requested_ansmet20_30_250_300/logs/deep1b_r100_ansmet_requested_ef0250_q0100_stats.yml	ae0141a101326fef18c0e353267f48b59fee424b4e4c43f62b809c9ddc9058f8	0.9628	8181897	29333.050758	-0.0028	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.ansmet.ef0300.queue0100	deep1b	r100	ansmet	0.970000	0.97	22657.279756	10592622	300		100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/ansmet/ansmet_ef0300_queue0100.yaml	8d6a4e8d9b757b5cb1df66e035cfece41789114d206e5f8fe21a69d5dadb11bc	MFANNS/simulator/memory/20260614/012_deep1b_r100_requested_ansmet20_30_250_300/yamls/deep1b_r100_ansmet_requested_ef0300_q0100.yaml	74158c91828f79c8facc0505acef535aca388820bf4425c3e73e07ea5af70b98	MFANNS/simulator/memory/20260614/012_deep1b_r100_requested_ansmet20_30_250_300/logs/deep1b_r100_ansmet_requested_ef0300_q0100_stats.yml	60942fe973317ef8763db96ffed15e4c4645f81258c509be9d873a2f9078ce46	0.9711	10592622	22657.279756	-0.0011	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0020.lbq0010	deep1b	r100	mfnns	0.632000	0.63	988276.569198	242847	20	10	10	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0020_lbq0010.yaml	779d79795c16d6cb85dd5cd391d1c5d0fdf10c35ddbc44113aa41fe8fa58b8ce	MFANNS/simulator/memory/20260614/014_deep1b_mfnns_r10_250q300_400q500_r100_20q10_30q15/yamls/deep1b_r100_mfnns_requested_ef0020_q0010.yaml	8d32a73306ef3d881cea653ad0f3a4db23c7e9ba46a401dcc57c66943ea8c6af	MFANNS/simulator/memory/20260614/014_deep1b_mfnns_r10_250q300_400q500_r100_20q10_30q15/logs/deep1b_r100_mfnns_requested_ef0020_q0010_stats.yml	5b60d6344432a27a1db608987cca7514063ea9263a4925a6d6cab8bfcaf5ce19	0.6317	242847	988276.569198	0.0003	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0030.lbq0015	deep1b	r100	mfnns	0.720000	0.72	663630.556869	361647	30	15	15	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0030_lbq0015.yaml	ea8c704fd91493b971816cc395071d15260942726fdfed0f9e6c24c0cc2c51bd	MFANNS/simulator/memory/20260614/014_deep1b_mfnns_r10_250q300_400q500_r100_20q10_30q15/yamls/deep1b_r100_mfnns_requested_ef0030_q0015.yaml	e5e61f0cded22c5e220cef06724593412ce09620f99875a9717046e3a5ca4e08	MFANNS/simulator/memory/20260614/014_deep1b_mfnns_r10_250q300_400q500_r100_20q10_30q15/logs/deep1b_r100_mfnns_requested_ef0030_q0015_stats.yml	597548157c36fe93733a5ae054fa84d022e5c64b018fef7ed188f714243eeb00	0.7149	361647	663630.556869	0.0051	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0040.lbq0020	deep1b	r100	mfnns	0.770000	0.77	477472.261846	502647	40	20	20	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0040_lbq0020.yaml	1775a2fe37e6ead5450fed81a70d175fbb4bf17f155bc04e5e81925095d03807	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_mfnns_ef0040_q0020.yaml	82eb1f59255b6414be3480491d77ae20e79a1f5d2a193b9d28fdf19509d59e11	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_mfnns_ef0040_q0020_stats.yml	1a300da702300d0aad3a092be87a03ca80c8dc6122ba44edcb9a1d400c9252d2	0.7679	502647	477472.261846	0.0021	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0050.lbq0020	deep1b	r100	mfnns	0.800000	0.80	365006.798252	657522	50	20	20	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0050_lbq0020.yaml	2df4fe849a4d0643263b60fc4772ce24cce3afad0eff8276e7c6776cfbeb58bf	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_mfnns_ef0050_q0020.yaml	1b84ce6c0be44a007e5feb7ca9f98a28eddf663ea74d57c082734be6b5a02d0e	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_mfnns_ef0050_q0020_stats.yml	530032de85d2dae3c039a4ed3ae1aa59421259aeafc6581ccf146ca94ce765a1	0.801	657522	365006.798252	-0.001	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0060.lbq0020	deep1b	r100	mfnns	0.830000	0.83	292692.921222	819972	60	20	20	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0060_lbq0020.yaml	5f6381f8baf571b276cc9a6e9a25e5388d5977ffeafe449bdab1866897860386	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_mfnns_ef0060_q0020.yaml	379877b04faaefc6116e47835905e70d0927fb92713092f84dc3304701a30824	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_mfnns_ef0060_q0020_stats.yml	04dd18604c94ee4f04a329366023a03acb0929eeaa31ae83f9faa25fd42910de	0.8276	819972	292692.921222	0.0024	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0090.lbq0040	deep1b	r100	mfnns	0.870000	0.87	175467.841131	1367772	90	40	40	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0090_lbq0040.yaml	2e0b3a15fa2808fe12e35a6bfe9726ab09bc86cb9c70aca4c4c5e80e95ee8293	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_mfnns_ef0090_q0040.yaml	fe4135980dfc2649e80551076a77a2a272e6609a576cf9e398a9fc80ab9b52b6	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_mfnns_ef0090_q0040_stats.yml	7cafcb8748813d3c8c25922cf247bfaf5087e010b7c14b075e2225bdca068c06	0.8705	1367772	175467.841131	-0.0005	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0090.lbq0080	deep1b	r100	mfnns	0.880000	0.88	162017.441178	1481322	90	80	80	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0090_lbq0080.yaml	9764a250fc80de62f835aa56c56cb2f4d2e8e6c5bf4ff596e3d018f9f7eacc0a	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_mfnns_ef0090_q0080.yaml	d56087a959631c40249c4dd2f66c2b1c3740beb9b243f1649809502cd513a1bf	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_mfnns_ef0090_q0080_stats.yml	7976f6abfa97ce4601a8dad8888e7a45bea51ce74ad650db7fb917339a428b14	0.8746	1481322	162017.441178	0.0054	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0130.lbq0100	deep1b	r100	mfnns	0.910000	0.91	103076.312548	2328372	130	100	100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0130_lbq0100.yaml	e43c52bfd7b0d85df11d45910ec84e0480b5184bf22d3d214c85635613becfae	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_mfnns_ef0130_q0100.yaml	8a8b94403b53e9977a5b3c884a5f68aac8b38bcb2a46f09d6729319ec97bb121	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_mfnns_ef0130_q0100_stats.yml	8e3298b55bfa90f6914428e33bbb1bd5ed823e4c25f888d6772e13192fff65e7	0.9072	2328372	103076.312548	0.0028	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0150.lbq0100	deep1b	r100	mfnns	0.920000	0.92	89543.150844	2680272	150	100	100	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0150_lbq0100.yaml	7bd5452d071bd8533e8c0ca5db22dc3e02e4620691d7071a93a73118e6a80049	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_mfnns_ef0150_q0100.yaml	c3dd121837d6f578f4a42ca5b52ad99200825879be4d2506138f23c7a8b797e1	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_mfnns_ef0150_q0100_stats.yml	c86823475fb14a56ff275c7892531ab682ea3d29f990191bd009c795f9d1f9b5	0.9166	2680272	89543.150844	0.0034	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0180.lbq0220	deep1b	r100	mfnns	0.940000	0.94	56684.361635	4233972	180	220	220	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0180_lbq0220.yaml	b4a84ddf7a03de5e6ecb28603442f2af57243bfc0d44725444a68105c14b0889	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/deep1b_r100_mfnns_ef0180_q0220.yaml	caf117a00d96096d04b23fa5b59a629cc26532f844fbfdc05414d955262c8b49	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/deep1b_r100_mfnns_ef0180_q0220_stats.yml	1e1295bbb24f5a7657f60b59334804bd871ee6df1817cd905d00a1064e7ad0c4	0.9368	4233972	56684.361635	0.0032	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0220.lbq0300	deep1b	r100	mfnns	0.950000	0.95	42413.340268	5658597	220	300	300	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0220_lbq0300.yaml	ab9a2ddcf58ef6e628de20c286e49db67d74e1abad99cd974c1abbae4e18f01c	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/yamls/deep1b_r100_mfnns_aligned_ef0220_q0300.yaml	9fe84bd24994cbf69a0003953b5e8c453ed54a81aa9acd27da8ef24af31cb753	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/logs/deep1b_r100_mfnns_aligned_ef0220_q0300_stats.yml	ddc47fa86e47dcc42a560afabbc49bfd60cfd3fb16a1388fcd11990dddc44202	0.95	5658597	42413.340268	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0250.lbq0250	deep1b	r100	mfnns	0.960000	0.96	39095.926253	6138747	250	250	250	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0250_lbq0250.yaml	b0a193288f05558b477de054a25f772a0bbcd1b39039624ee6686d6ecf4f9507	MFANNS/simulator/memory/20260614/013_deep1b_r100_requested_mfnns250q250_400q400/yamls/deep1b_r100_mfnns_requested_ef0250_q0250.yaml	a603897629bb525141ce82fce842d0c02261470f717cfccf2bd0b42605eadce5	MFANNS/simulator/memory/20260614/013_deep1b_r100_requested_mfnns250q250_400q400/logs/deep1b_r100_mfnns_requested_ef0250_q0250_stats.yml	d7f01fff5c0f376e7a25ecc81751aec59f0e14c6d58bbc1cd46300d995c8973e	0.9553	6138747	39095.926253	0.0047	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r100.mfnns.ef0300.lbq0420	deep1b	r100	mfnns	0.970000	0.97	28306.319669	8478672	300	420	420	verified_original_yaml_stats	ae/figure18/configs/deep1b/r100/mfnns/mfnns_ef0300_lbq0420.yaml	03c554fd4fda5e1c7ed65efcdd8d99cae72b772f8f9c0975bb2d421bfeb36cef	MFANNS/simulator/memory/20260614/018_deep1b_r100_requested_mfnns300q420/yamls/deep1b_r100_mfnns_requested_ef0300_q0420.yaml	4a1731096d054984157832582e2d546d1ce2c03c18aeb4866d295af999da14ae	MFANNS/simulator/memory/20260614/018_deep1b_r100_requested_mfnns300q420/logs/deep1b_r100_mfnns_requested_ef0300_q0420_stats.yml	40815ed3c23e04a8e33a206ed0d1e8ce5b5fb3c65cc459ee821809b99a01668f	0.9676	8478672	28306.319669	0.0024	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
